image_id,image_path,annotation_path,has_annotation,tumor
IMG002473,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002473.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002473.json,0,0
IMG003134,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003134.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003134.json,0,0
IMG003719,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003719.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003719.json,0,0
IMG000667,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000667.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000667.json,1,1
IMG000570,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000570.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000570.json,1,1
IMG003232,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003232.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003232.json,0,0
IMG000381,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000381.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000381.json,1,1
IMG000009,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000009.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000009.json,1,1
IMG000886,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000886.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000886.json,1,1
IMG001466,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001466.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001466.json,1,1
IMG000088,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000088.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000088.json,1,1
IMG003526,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003526.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003526.json,0,0
IMG000646,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000646.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000646.json,1,1
IMG000475,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000475.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000475.json,1,1
IMG001233,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001233.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001233.json,1,1
IMG002673,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002673.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002673.json,0,0
IMG002282,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002282.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002282.json,0,0
IMG002620,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002620.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002620.json,0,0
IMG000384,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000384.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000384.json,1,1
IMG002709,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002709.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002709.json,0,0
IMG001609,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001609.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001609.json,1,1
IMG000473,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000473.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000473.json,1,1
IMG001052,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001052.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001052.json,1,1
IMG001510,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001510.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001510.json,1,1
IMG002786,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002786.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002786.json,0,0
IMG001568,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001568.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001568.json,1,1
IMG003130,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003130.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003130.json,0,0
IMG001081,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001081.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001081.json,1,1
IMG001045,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001045.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001045.json,1,1
IMG000333,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000333.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000333.json,1,1
IMG002495,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002495.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002495.json,0,0
IMG001291,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001291.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001291.json,1,1
IMG001245,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001245.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001245.json,1,1
IMG001007,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001007.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001007.json,1,1
IMG000155,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000155.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000155.json,1,1
IMG001215,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001215.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001215.json,1,1
IMG002606,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002606.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002606.json,0,0
IMG001080,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001080.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001080.json,1,1
IMG002995,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002995.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002995.json,0,0
IMG001301,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001301.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001301.json,1,1
IMG000974,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000974.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000974.json,1,1
IMG002084,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002084.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002084.json,0,0
IMG001469,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001469.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001469.json,1,1
IMG000074,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000074.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000074.json,1,1
IMG001613,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001613.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001613.json,1,1
IMG002958,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002958.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002958.json,0,0
IMG002095,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002095.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002095.json,0,0
IMG002462,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002462.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002462.json,0,0
IMG002623,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002623.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002623.json,0,0
IMG000710,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000710.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000710.json,1,1
IMG003210,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003210.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003210.json,0,0
IMG000051,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000051.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000051.json,1,1
IMG000874,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000874.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000874.json,1,1
IMG000312,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000312.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000312.json,1,1
IMG001860,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001860.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001860.json,1,1
IMG002535,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002535.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002535.json,0,0
IMG002437,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002437.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002437.json,0,0
IMG002798 (1),C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002798 (1).jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002798 (1).json,0,0
IMG001179,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001179.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001179.json,1,1
IMG001431,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001431.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001431.json,1,1
IMG003226,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003226.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003226.json,0,0
IMG001487,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001487.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001487.json,1,1
IMG000484,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000484.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000484.json,1,1
IMG002917,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002917.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002917.json,0,0
IMG002184,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002184.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002184.json,0,0
IMG003114,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003114.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003114.json,0,0
IMG000677,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000677.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000677.json,1,1
IMG002965,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002965.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002965.json,0,0
IMG000884,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000884.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000884.json,1,1
IMG003390,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003390.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003390.json,0,0
IMG001194,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001194.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001194.json,1,1
IMG001434,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001434.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001434.json,1,1
IMG000362,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000362.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000362.json,1,1
IMG001535,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001535.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001535.json,1,1
IMG000790,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000790.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000790.json,1,1
IMG000460,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000460.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000460.json,1,1
IMG002692,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002692.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002692.json,0,0
IMG002683,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002683.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002683.json,0,0
IMG000007,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000007.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000007.json,1,1
IMG003166,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003166.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003166.json,0,0
IMG000300,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000300.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000300.json,1,1
IMG002201,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002201.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002201.json,0,0
IMG000240,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000240.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000240.json,1,1
IMG001552,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001552.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001552.json,1,1
IMG003695,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003695.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003695.json,0,0
IMG001961,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001961.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001961.json,0,0
IMG000375,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000375.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000375.json,1,1
IMG000666,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000666.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000666.json,1,1
IMG001480,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001480.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001480.json,1,1
IMG003428,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003428.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003428.json,0,0
IMG001520,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001520.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001520.json,1,1
IMG000377,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000377.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000377.json,1,1
IMG000401,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000401.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000401.json,1,1
IMG003376,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003376.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003376.json,0,0
IMG003508,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003508.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003508.json,0,0
IMG002980,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002980.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002980.json,0,0
IMG003176,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003176.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003176.json,0,0
IMG001865,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001865.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001865.json,1,1
IMG003033,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003033.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003033.json,0,0
IMG003299,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003299.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003299.json,0,0
IMG000117,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000117.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000117.json,1,1
IMG003565,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003565.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003565.json,0,0
IMG000793,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000793.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000793.json,1,1
IMG000447,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000447.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000447.json,1,1
IMG003185,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003185.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003185.json,0,0
IMG001478,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001478.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001478.json,1,1
IMG000346,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000346.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000346.json,1,1
IMG002906,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002906.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002906.json,0,0
IMG003162,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003162.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003162.json,0,0
IMG001563,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001563.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001563.json,1,1
IMG003032,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003032.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003032.json,0,0
IMG000124,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000124.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000124.json,1,1
IMG002731,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002731.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002731.json,0,0
IMG002390,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002390.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002390.json,0,0
IMG002265,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002265.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002265.json,0,0
IMG000990,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000990.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000990.json,1,1
IMG001042,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001042.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001042.json,1,1
IMG001086,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001086.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001086.json,1,1
IMG003450,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003450.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003450.json,0,0
IMG000885,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000885.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000885.json,1,1
IMG001523,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001523.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001523.json,1,1
IMG003475,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG003475.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG003475.json,0,0
IMG001592,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001592.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001592.json,1,1
IMG002601,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002601.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002601.json,0,0
IMG000111,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000111.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000111.json,1,1
IMG000960,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG000960.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG000960.json,1,1
IMG002830,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002830.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002830.json,0,0
IMG001722,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG001722.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG001722.json,1,1
IMG002539,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002539.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002539.json,0,0
IMG002598,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\sample_data\IMG002598.jpeg,C:\Users\onasrawx\PycharmProjects\TumorDataset\TumorDataset\Annotations\IMG002598.json,0,0
